item_id,content_hash,flesch_kincaid_grade,mean_sentence_length,med_term_density,word_count,sentence_count
LMQ-a7389cfce9b5,e0afee5b5a4cffbc,10.541,14.714,14.286,103,7
LMQ-a7dbd65060f4,98ac374daf1264b0,9.86,13.625,20.513,109,8
LMQ-a8aaba6d6dda,a790289520b9cbac,12.081,17.571,21.705,123,7
LMQ-a941d4e071df,93a37c9fe72d7087,12.277,18.0,22.826,90,5
LMQ-a995d95c38c7,d5897f67146c9e3f,7.874,11.1,11.966,111,10
LMQ-a9c7a14d9c49,f00efc0a654ccd61,10.862,13.429,19.588,94,7
LMQ-abb7d4419f1b,2a6d2f2b75de9c18,12.264,18.333,22.314,110,6
LMQ-ad2bea0a7fcb,77de17b8b8109cca,11.01,13.444,14.286,121,9
LMQ-aeb0937a0dec,0c91793004c0e15d,11.639,16.167,11.0,97,6
LMQ-af11dec0a13b,ea830a00a937fe59,7.864,11.923,14.724,155,13
LMQ-af4146234671,0db70d66718427f0,9.469,12.917,27.439,155,12
LMQ-afb6305a03cd,8b2fda33d8ef7a4b,8.947,12.688,17.788,203,16
LMQ-afcfb6177122,221fa5153ccd4027,10.497,10.056,20.918,181,18
LMQ-b05f9ec3d1ba,0df9dfc65045e376,9.935,14.938,20.455,239,16
LMQ-b0a1c6f2191e,eae5ac0cb0cb9598,8.836,11.312,23.469,181,16
LMQ-b0d0d4b60462,98da358e78a0d7d0,9.025,15.25,21.212,122,8
LMQ-b14f6840918c,fe7d4d3a61bb2e70,8.796,11.857,13.483,83,7
LMQ-b1fc2d726fcb,9fa37121a79abfa6,10.159,17.222,17.61,155,9
LMQ-b29b1dd121fd,006382b37f7a8957,11.762,15.0,18.947,90,6
LMQ-b29f60e73ae8,8cec76ef9197a69d,7.651,11.6,20.0,116,10
LMQ-b324d5690579,646b720f2dfb5d97,16.788,26.0,11.111,52,2
LMQ-b3575dd8893a,b36ec33265def3f1,12.122,16.833,23.364,101,6
LMQ-b62b8a6510b0,1a1f918dfc11d33f,9.218,11.833,17.687,142,12
LMQ-b6c24dc0ff10,9dadacac07d9ae2d,6.775,10.643,13.125,149,14
LMQ-b748e57fabd3,d61fd7a7cc630d38,8.774,15.333,14.483,138,9
LMQ-b76f1dfa84e4,c0bb43d77eb33a73,10.605,15.667,21.477,141,9
LMQ-b77f683df9e6,89c3b44577201f77,8.504,15.2,17.722,76,5
LMQ-b7f29fc30371,eea6b55c46834f68,9.534,12.429,20.856,174,14
LMQ-b83abde0e23d,ef850ce65faa9633,8.89,12.571,14.583,88,7
LMQ-b87ec89fa0b2,e450d992996a119e,6.865,11.875,18.878,190,16
LMQ-bab1b9593605,3199b2c3bb4178bf,11.232,15.444,25.676,139,9
LMQ-bc85e7460282,0e3e3a4d520f941a,10.514,18.667,13.372,168,9
LMQ-bc8f961151c2,2b28ce93d74e62d6,11.433,10.667,18.75,32,3
LMQ-bcccd796647b,a4b49bb7742f6407,10.945,18.0,18.776,234,13
LMQ-bce669522278,96129d6931f280c3,12.023,18.688,18.354,299,16
LMQ-bd0b0f74626b,f8dc09409ccde0a2,6.64,9.385,20.155,122,13
LMQ-bd635d0b38b5,9d8710fd8a0465fe,9.121,9.333,22.581,56,6
LMQ-bd9359684523,0bfc0b07ef5eacd8,9.336,13.1,16.296,131,10
LMQ-bf652f1489d3,2a2e95e4a5912acf,13.025,15.857,20.354,111,7
LMQ-c02bed36530e,21721bec7a0d9a14,7.625,11.733,14.754,176,15
LMQ-c032535b8d5a,689e17abcbc2dd14,9.856,15.625,13.846,125,8
LMQ-c1dde08356eb,e524436738174d12,9.364,18.6,16.58,186,10
LMQ-c1f10bccee89,5893fed3e1490f2c,10.21,12.5,26.923,75,6
LMQ-c29bb5a89aa7,99d08e4130c29eb3,14.335,20.0,19.512,40,2
LMQ-c29ef525cf01,bd0bdbe659a3de96,9.256,14.0,16.522,112,8
LMQ-c44a35ff99d2,c588bc8dc6a9371c,9.633,11.143,20.988,78,7
LMQ-c4c86f0b47a9,57822726461bf789,9.667,9.933,27.684,149,15
LMQ-c5cca222edd5,0ea7549009800ce8,7.878,16.333,8.0,98,6
LMQ-c5dc0af933d4,5a21a4d20d3b6be5,7.76,10.286,23.567,144,14
LMQ-c5def0fb782d,840cb587339ae075,6.877,11.333,14.953,102,9
LMQ-c680b46e0e4e,9e7053e917bfaf83,8.143,10.143,22.785,142,14
LMQ-c69f54b802c7,718de770f57494f3,10.068,10.5,22.564,168,16
LMQ-c8ad2c233411,7d267934e0cfc6ac,13.952,21.0,19.048,63,3
LMQ-c8ba6ff8ac9c,468754295cd42f4d,11.942,16.5,19.444,66,4
LMQ-c9fb68565d9a,a0666a82a2f9998c,6.577,11.455,14.815,126,11
LMQ-ca0b658eb699,f95c83f4d0cdecfe,11.02,14.5,21.311,58,4
LMQ-ca0b9ec811a8,3786fefde7acc829,8.992,12.778,24.194,115,9
LMQ-ca1da5e4df34,001fbfc4e70ee18d,9.289,16.286,19.328,114,7
LMQ-cb2ee3f20b45,6d031d5a59a912fa,10.28,12.429,27.368,87,7
LMQ-cbe573d8f8e8,9975aae6558d0b96,9.759,15.778,13.605,142,9
LMQ-cc708af515b2,d38ee7986d519f60,7.184,11.286,14.634,79,7
LMQ-ccd92a564833,00feac6356caddb0,7.887,12.143,19.78,85,7
LMQ-cd5b259fa85d,42d2164b8a527c42,11.332,14.4,9.211,72,5
LMQ-ce0a3781c1d7,fb6889750dacf129,8.815,11.375,21.359,91,8
LMQ-ce50093b8d40,a02310e04559b216,8.226,10.143,16.556,142,14
LMQ-ce5f9267155f,999ab7a09c92836e,9.464,11.571,22.674,162,14
LMQ-cf339f643301,b9aa96c70f2d8925,9.925,16.333,22.549,98,6
LMQ-cfa7fc13b281,967fb80005f22612,8.847,13.556,21.642,122,9
LMQ-d02dc3082457,c54615b9105c752a,7.397,13.125,20.909,105,8
LMQ-d1020d67c736,ee9b30a7681a589b,8.998,15.875,16.058,127,8
LMQ-d110990993db,c342be05bc95fdb1,13.067,15.833,21.429,95,6
LMQ-d17405a1634c,4f48fad770dd5b26,9.838,15.833,21.0,95,6
LMQ-d1a642b50983,03fc57620284278e,10.759,14.167,26.136,85,6
LMQ-d1e104d2a5d0,b0d208e1c8dbbee1,10.449,12.714,21.277,89,7
LMQ-d2dd0ae1bc1a,b77674cf86728344,9.379,12.667,20.253,76,6
LMQ-d353aa584fbe,fb9a0486e1a5f69d,6.862,12.857,15.217,90,7
LMQ-d3e5b2d31051,a8225b49323ed1f0,10.46,12.111,20.354,109,9
LMQ-d3f16a5848a3,3cf7497feb351dfc,9.04,10.4,21.818,156,15
LMQ-d4fd6ebe1377,b0dd869615e2c2f6,9.493,13.2,20.588,132,10
LMQ-d565f0351f27,dabe12c5eb7f878c,10.255,16.778,17.576,151,9
LMQ-d625c24e15b6,530d32bd3893abf7,9.083,13.125,14.286,105,8
LMQ-d63a02861057,36bd061463a6de97,10.243,13.778,17.054,124,9
LMQ-d66478a5ef5c,11781039d81906c0,10.823,13.111,15.2,118,9
LMQ-d695a05771ff,5844c4f43c40d532,8.377,8.929,17.778,125,14
LMQ-d7168e597fda,622a9d424ce2ff30,11.604,20.429,22.0,143,7
LMQ-d72fcfa2da2e,f4a38ba404fbcc4a,10.535,13.3,18.881,133,10
LMQ-d78db5d499c8,5b98fb4e326a7ad3,8.064,11.222,20.0,101,9
LMQ-d7c7279656fc,c58783d2f5efbba7,9.801,19.625,13.125,157,8
LMQ-d819419f9181,1e37f81dcf374fe8,7.152,16.0,11.45,128,8
LMQ-d825348e777c,261207ec8743a72d,9.95,15.625,16.279,125,8
LMQ-d8e444a566ee,4ce173d87aeeab0c,10.606,13.167,19.767,79,6
LMQ-d996bf971482,5b980303d304d533,9.65,12.273,24.658,135,11
LMQ-d9de4857e9db,868b5e6211039cbf,8.975,12.0,14.655,108,9
LMQ-dc20f1815826,3158508b894bfa8d,8.497,11.333,21.698,102,9
LMQ-dc5233f16020,6595bbf51c41b378,10.321,18.8,17.347,94,5
LMQ-dc71fba5b5d9,1c6cb032ed1202b4,9.594,13.875,21.488,111,8
LMQ-dddfb803752d,745b01cf058ea9a8,10.139,15.8,20.732,79,5
LMQ-ddfd7b1300a1,0bf5b14de4e57404,11.387,18.833,16.522,113,6
LMQ-de57e262be46,483df07dd4992fc5,10.522,15.2,21.795,76,5
LMQ-de94e57a56e0,367f6d759d82ad30,8.023,13.0,23.711,182,14
LMQ-dea04a60a676,be2e94695d1a9b2f,7.674,10.111,12.632,91,9
LMQ-dedaddcf3d3d,52e921b166c8354e,12.198,10.375,29.545,83,8
LMQ-df0c963fef9b,9bf0c1e0ce375730,12.399,13.0,9.615,52,4
LMQ-e07b64e691bc,e4b2ac55feaf0f5e,8.935,12.0,21.739,132,11
LMQ-e117c18057ee,9f88a01a1865be09,8.583,13.571,14.0,95,7
LMQ-e1883f1a64ad,ae5860fb5ba79284,8.184,12.636,23.649,139,11
LMQ-e28475e0af15,5e284bde9e25b03e,10.813,15.167,16.129,91,6
LMQ-e3c212ebbd5f,b471720c197a9333,7.982,13.357,11.795,187,14
LMQ-e3f6e97cacb1,3d17b456d8fb314f,13.142,19.25,16.026,154,8
LMQ-e43cd876b0ee,067c50d5a1311cb1,7.728,9.75,11.628,78,8
LMQ-e4d5a6f273b6,fa167cc10bc9766f,5.735,9.538,18.841,124,13
LMQ-e55eda877340,ddbf12c5beacbca7,9.227,14.2,32.895,71,5
LMQ-e5b8c4748018,901501f336b19d58,11.916,18.0,21.622,72,4
LMQ-e632348e2b52,ed787f476cdc8ce8,16.005,20.5,11.628,41,2
LMQ-e635831873a9,c3571cca97f2fb17,8.419,18.25,14.667,146,8
LMQ-e6948babbc15,0c989edc50092378,10.514,11.625,23.232,186,16
LMQ-e77bc9431e89,1bd0804aba177d16,7.619,11.0,24.242,121,11
LMQ-e7ed50ac6ac4,5d6b9b314fa6a0fb,14.004,16.0,16.667,48,3
LMQ-e860e6dd1161,bfc378567835cab8,12.899,18.0,19.178,72,4
LMQ-e8addbd42c5d,0942d35ff601c8d3,12.032,16.667,25.243,100,6
LMQ-e9f6f4e53a31,4c330a503513c075,11.388,15.0,19.091,105,7
LMQ-eab87d954c73,c4746898296762c2,7.39,11.833,15.789,142,12
LMQ-ec0a1002b348,44f7be44e384e6cd,9.006,11.923,22.293,155,13
LMQ-ecca8032baf9,86e11c6999815237,8.322,14.182,21.557,156,11
LMQ-ed555883591d,2dd730c2be318110,10.238,12.059,20.94,205,17
LMQ-ed9b0205be20,08c51aa23ed34a8e,10.485,15.875,20.455,127,8
LMQ-edbc2355a278,66e9a9eb0a73aeef,8.724,10.929,26.667,153,14
LMQ-ee9bd4d6f775,d64cdf142d00b708,8.238,12.125,22.772,97,8
LMQ-ef3ad9d100f0,bc331625e40f9301,10.469,11.9,21.212,119,10
LMQ-ef5cfc446466,e3f8cb20fa282d0c,8.866,14.818,19.048,163,11
LMQ-f0234b0e1094,1c160590b972231f,11.562,19.4,12.371,97,5
LMQ-f07c5f9246ad,f198daceccdc651d,12.112,18.143,22.628,127,7
LMQ-f0cd455fbac5,f957469811ada412,17.178,19.333,24.138,58,3
LMQ-f1a9e534780c,6d699fff37252253,8.525,13.1,13.433,131,10
LMQ-f204e9686454,ed6afbf170a51b91,10.876,14.25,20.968,57,4
LMQ-f24040f84c7f,da7940fae6096c06,8.412,11.8,24.409,118,10
LMQ-f259ceb72886,11544b47baee053c,11.104,16.222,21.333,146,9
LMQ-f36887e186ce,205512e45d4702ea,7.971,11.833,16.0,71,6
LMQ-f3928102c159,ad7626a3974fd422,6.823,15.5,19.192,93,6
LMQ-f3bc6e12ee8e,77b9c273f7b360a7,10.254,18.143,19.231,127,7
LMQ-f4018d15fd9e,ed870cd5d8b37f79,5.95,10.333,19.685,124,12
LMQ-f426201897c4,4fdc2051d8c47ebe,9.73,15.0,26.984,60,4
LMQ-f4348606e21e,320574ebc8ec4355,10.255,10.8,22.807,54,5
LMQ-f5bb06240854,780c1facc3bde97d,8.819,13.583,18.857,163,12
LMQ-f5fa57d520eb,881ab9a7d83b8745,8.663,14.75,15.0,118,8
LMQ-f6102abeb5aa,e0a19425e0144ee5,9.128,13.364,23.926,147,11
LMQ-f64bc23f6db5,1fa6124092c3299e,12.702,19.333,26.667,58,3
LMQ-f6d1c45c4ea0,03849ab7c67c2f26,10.74,12.875,15.789,103,8
LMQ-f708eefb05c3,74816aba41d5b0db,7.469,13.0,15.625,143,11
LMQ-f78b45827f30,0263b432c2390173,10.445,18.75,18.182,75,4
LMQ-f78c8d20dc1a,df6ed776ce96a134,10.941,13.7,17.333,137,10
LMQ-f7d7658e3df8,236baa927d04f41d,8.653,13.75,18.75,165,12
LMQ-f7e417702d7b,db8829f0d8e3ff61,7.539,10.308,14.685,134,13
LMQ-f8363691b1ae,aeccdcc0dff529d6,8.149,12.385,21.512,161,13
LMQ-f8c12700aa1a,f69aec18c786d5e2,9.657,12.25,17.308,49,4
LMQ-f8c79b299b90,4dd3d247b23c4631,9.333,14.286,21.101,100,7
LMQ-f8d7f5da1994,c80bd39487a5f550,10.498,16.667,12.0,100,6
LMQ-f8fa4a4a9fa8,eb439555e49ff15a,9.491,9.25,22.581,111,12
LMQ-f92b29ed4c19,8e6589023da9dd51,8.685,11.9,17.46,119,10
LMQ-f98bd3022e25,dd720a42cc876d3c,6.721,9.684,18.75,184,19
LMQ-f99e48ece576,acca81779ed516cf,8.819,12.455,16.438,137,11
LMQ-faed7c05454f,b5804773dea6d452,9.315,12.8,21.739,64,5
LMQ-faf8fd1736db,1ead84a1fced520b,9.399,13.222,20.325,119,9
LMQ-fb063b2e1045,2a9beb60159edf73,10.653,13.5,20.69,27,2
LMQ-fe95a7519017,6e896141211a9dee,9.724,10.625,20.652,170,16
LMQ-ff5949e82153,98ba9719c1928dae,8.995,15.571,22.807,109,7
