item_id,content_hash,flesch_kincaid_grade,mean_sentence_length,med_term_density,word_count,sentence_count
askdocs_1umgwwd,4184f393c2e12995,9.076,22.625,9.73,181,8
askdocs_1umgy3f,b79135c35b20bd11,11.411,21.429,11.859,300,14
askdocs_1umgyj6,7d3a3d33bcd21033,6.796,10.586,12.968,307,29
askdocs_1umh1bi,4ffb3d375ea23760,7.668,17.571,17.91,123,7
askdocs_1umh1kc,4c3764d90d0e0719,3.861,12.143,13.483,85,7
askdocs_1umh4q8,93f1de80ea2c52ef,9.24,15.63,11.82,422,27
askdocs_1umh5aj,848745a18034023d,10.368,22.0,15.315,110,5
askdocs_1umh603,2eabcc04f5432650,8.765,17.909,7.463,197,11
askdocs_1umh6wj,b72e39cb05705554,11.129,19.769,16.602,257,13
askdocs_1umh7hs,3d78bf54c82daf98,1.913,9.667,5.645,116,12
askdocs_1umh91n,cc84cab9b704781e,3.629,7.706,8.955,131,17
askdocs_1umhbpf,763e8f8bc881ee16,8.178,17.611,11.526,317,18
askdocs_1umhe78,33c21f68656b0253,6.845,18.529,9.907,315,17
askdocs_1umhex3,c5385161ec476c6e,9.688,15.16,12.755,379,25
askdocs_1umhimu,a9f52025b1638c54,8.485,17.722,6.25,319,18
askdocs_1umhjrf,07d37d86d6a76050,6.174,15.625,7.143,125,8
askdocs_1umhm9x,34e95e9fbece69e7,10.981,20.2,13.725,101,5
askdocs_1umhpqf,bf1d7b123d9fa07f,6.429,16.5,6.796,396,24
askdocs_1umhsow,0d4660d86f29821b,10.598,20.0,10.976,240,12
askdocs_1umhuy3,035691564929e027,1.429,10.5,16.667,42,4
askdocs_1umi44s,5accb00fecb839f6,7.661,15.296,11.933,413,27
askdocs_1umi7wh,4a6fb204121d7ee5,8.627,15.351,11.997,1136,74
askdocs_1umiamj,e6dec8442384639f,4.982,15.0,10.0,105,7
askdocs_1umiaq5,990d1f101991154d,25.275,63.0,6.25,63,1
askdocs_1umic0p,e554505910831cf9,21.333,53.0,13.559,53,1
askdocs_1umieti,0f4714ce040034c4,25.231,58.333,2.186,175,3
askdocs_1umihf0,aae2b6afda30f5e1,7.436,15.0,10.638,90,6
askdocs_1umiilo,872e24364cebd6c9,31.54,80.0,15.0,80,1
askdocs_1umiksl,2cd11acb4e0b03e2,7.563,14.333,9.89,86,6
askdocs_1umilzw,2493eae2bdd413ac,9.081,16.5,1.471,66,4
askdocs_1umip2f,83db2b16eeba0e9d,2.559,8.636,8.333,95,11
askdocs_1umipqh,99142b3565e85518,12.73,20.3,9.132,203,10
askdocs_1umiq7x,ae6cf64e38d24cab,3.216,9.0,10.714,27,3
askdocs_1umiqgu,c80d06b0dc67fa49,6.9,16.211,10.312,308,19
askdocs_1umirxw,53e5b8c5c47b98a8,13.674,15.5,9.677,31,2
askdocs_1umisgn,00c9951740653205,8.266,16.833,2.97,101,6
askdocs_1umj3u3,11eca7e116092c96,8.069,15.545,13.636,171,11
askdocs_1umj6yu,72cc8de395752495,8.123,16.0,13.636,208,13
askdocs_1umj8bt,c8d83a3ea646c58d,6.795,20.5,4.762,41,2
askdocs_1umj90x,aaee67baa0237a38,7.6,18.0,8.108,108,6
askdocs_1umj98h,f2e08dc771fb1830,10.876,24.692,9.119,321,13
askdocs_1umj9sm,a1164c0b819e14ac,6.703,19.286,7.246,135,7
askdocs_1umjaed,d1db683c32e3bcb7,4.427,10.333,17.323,124,12
askdocs_1umjdew,ece9aee512095e82,4.566,14.231,11.23,185,13
askdocs_1umjg1m,df253dfbcc1fdd91,18.306,50.0,13.725,50,1
askdocs_1umjg5t,e2ff6235550ef557,6.512,16.619,16.667,349,21
askdocs_1umjjdh,1637dd2942ec55aa,10.123,24.52,9.631,613,25
askdocs_1umjl9w,109c42761d908025,7.4,16.478,13.316,379,23
askdocs_1umjmzw,f45230980b3a1190,7.429,20.333,3.279,61,3
askdocs_1umjn7t,d86eeff7c017039a,10.064,24.24,9.4,606,25
askdocs_1umjniy,9347cc5d03d4bc0b,7.725,20.429,10.274,143,7
askdocs_1umjtq7,a953e819bede3967,7.282,17.0,16.374,170,10
askdocs_1umjwcj,5dcd230a343a9387,7.443,18.778,3.857,338,18
askdocs_1umjwe6,4ef33ccc18ec6067,7.838,18.143,7.752,127,7
askdocs_1umjwqm,69424be5023415b4,5.685,14.667,15.556,44,3
askdocs_1umjxrj,afeb84a741ce480b,5.597,14.25,11.765,114,8
askdocs_1umjzla,dabe2202ef7b317d,11.22,27.0,11.607,108,4
askdocs_1umk1h3,3e9c7dbfd4780e75,8.326,26.5,9.259,53,2
askdocs_1umk2lx,f75b826e4b232801,8.175,16.714,11.2,117,7
askdocs_1umk3e6,ca00862e511f4100,6.534,9.8,15.686,98,10
askdocs_1umk3ep,754c2341dac71c4f,3.386,8.0,9.091,32,4
askdocs_1umk63w,fa511787d5526b2a,7.471,12.8,9.375,64,5
askdocs_1umk9nh,4503bef964e69bca,6.908,13.696,8.491,315,23
askdocs_1umka00,397489a4dc582670,6.732,15.404,6.967,724,47
askdocs_1umkd0k,eba761d70f215212,9.749,21.909,6.122,241,11
askdocs_1umkev7,737ece5378ddf7b3,9.769,21.727,6.173,239,11
askdocs_1umkh4j,02eb848f33ddeed4,4.672,10.667,4.082,96,9
askdocs_1umki30,2c0d91b57841b796,5.85,15.222,19.565,137,9
askdocs_1umkj5p,7fcdfb5c4be1041f,12.562,15.325,16.897,613,40
askdocs_1umkkyy,9535b961bdbb7e0f,6.743,15.333,6.736,184,12
askdocs_1umklag,2aff9a31e846af33,17.374,41.333,5.344,124,3
askdocs_1umkp65,c05096ddf0b5692f,8.181,16.375,13.971,131,8
askdocs_1umkume,6d636f31d29ee4a8,3.98,12.0,3.409,84,7
askdocs_1umkzxa,d500deb97cd5b98e,5.696,13.8,17.391,69,5
askdocs_1uml0oj,e09c4b6e4f24dbbb,6.45,14.692,11.917,191,13
askdocs_1uml3hw,c7e3f16ad7d0bfe2,25.705,66.0,5.797,66,1
askdocs_1uml4ko,4f9de2eae101ad67,9.696,20.2,6.796,101,5
askdocs_1uml5hb,9a01a221774d8573,5.962,10.767,8.025,323,30
askdocs_1uml97x,ecec52ab6762db91,5.647,13.444,11.628,121,9
askdocs_1umla8u,d749cdd31f9c728a,2.311,7.0,3.125,28,4
askdocs_1umlaee,fd4babb3123e6f45,8.351,18.778,14.118,169,9
askdocs_1umlfbi,af12dadf14264b93,5.817,15.4,4.487,154,10
askdocs_1umlg5q,f40f00a4d427301d,16.113,37.091,7.963,408,11
askdocs_1umlhrd,9ebed946c9bdd73a,8.56,13.625,12.727,109,8
askdocs_1umljk5,4f29c005e2590319,4.683,10.8,9.259,108,10
askdocs_1umljwk,23f4462bd3bc80dc,11.037,25.222,11.392,227,9
askdocs_1umlkvf,125c05968154fd0e,8.932,19.556,9.945,176,9
askdocs_1umlmnx,2b8e6eabb9271988,8.828,22.8,3.279,114,5
askdocs_1umlpwh,ab0a7e0d8dc6fd31,4.035,7.833,16.667,47,6
askdocs_1umlsbq,e347954feff06c7e,5.569,10.333,9.231,62,6
askdocs_1umlt3x,46c81d2e428caf4c,2.152,7.833,3.125,94,12
askdocs_1umlul6,56da2747c07bf792,11.196,23.571,8.929,165,7
askdocs_1umlxue,68594a5f8414c6f7,5.474,10.333,7.031,124,12
askdocs_1umlxv6,ef862d3a5b58b41b,10.6,21.7,10.046,217,10
askdocs_1umlz4c,d138d8f3b3b79692,12.715,31.0,5.096,155,5
askdocs_1umlzu7,3d5d9c1a4a6bf6b0,6.092,12.3,11.026,369,30
askdocs_1umm0dz,470fca907c502ede,8.09,15.167,10.87,91,6
askdocs_1umm3i9,a2d9bd7a1e566c1d,11.183,25.167,14.57,151,6
askdocs_1ummh07,6a15e9683c6123e1,9.261,17.538,9.211,228,13
askdocs_1ummi78,13da9076833693e8,9.356,19.143,15.302,268,14
askdocs_1ummmvt,877e0ddb59fab486,6.218,15.0,6.422,105,7
askdocs_1ummr8p,4fcd18e1b495e3b2,7.101,13.286,16.495,93,7
askdocs_1ummrbt,b84fdfa98a182a8b,10.247,13.812,11.062,221,16
askdocs_1ummszc,8c51437961b688c1,6.985,12.5,24.0,50,4
askdocs_1ummtox,643ceb4efb0c8a9c,6.145,13.667,6.818,82,6
askdocs_1ummv65,4d6ec1433a96ec07,5.961,9.333,15.517,56,6
askdocs_1ummx61,77acb30a58be810e,8.212,16.0,6.13,256,16
askdocs_1ummzi4,347d0deb2381c544,12.024,32.8,7.059,164,5
askdocs_1ummzsj,e95c5d6765b7b7fb,6.054,13.5,11.422,1188,88
askdocs_1ummzz5,1462900c44da6fbf,11.721,22.293,9.804,914,41
askdocs_1umn0ab,f6650aef741a41f1,6.658,17.0,11.429,34,2
askdocs_1umn0jz,e7405bfe6f65e76a,3.096,12.2,12.698,61,5
askdocs_1umn2jc,ffb900a190880203,15.777,30.0,5.495,90,3
askdocs_1umn31a,7b8f7f657d454960,5.478,11.917,8.966,143,12
askdocs_1umn6bh,e5a558f6168c508e,4.841,14.857,11.009,104,7
askdocs_1umn7op,2322a5903dfbf2cb,5.892,16.0,7.547,48,3
askdocs_1umn7ut,7265424d20225f05,6.128,14.182,9.581,156,11
askdocs_1umn9vl,120fead400e127de,8.234,13.455,9.032,148,11
askdocs_1umnbps,9fda1679c48acffc,6.714,17.333,17.757,104,6
askdocs_1umndbr,0b90d7cf7ec66c66,7.418,17.5,8.333,105,6
askdocs_1umnfbz,d3acd4da0a6d030a,7.502,14.154,11.17,184,13
askdocs_1umnint,cbdfa1a61989b70e,3.263,8.0,14.815,24,3
askdocs_1umnjnl,88bf151efeea60fa,8.56,18.2,7.65,182,10
askdocs_1umnjzf,da624ce529bb345b,7.323,11.45,10.924,229,20
askdocs_1umnk8p,2315dd516bb3c2a4,8.983,20.0,8.451,140,7
askdocs_1umnlgh,9388c9b2fdd7cec7,3.086,10.25,18.605,41,4
askdocs_1umnljz,1170ef067d1ddf9b,10.244,19.5,9.554,156,8
askdocs_1umnlwk,e4051adae8789bd1,2.483,6.0,22.222,18,3
askdocs_1umnq4s,9d46a7f64c6569a5,8.271,18.343,13.497,642,35
askdocs_1umnqia,1d77ed90bf726d67,8.715,17.2,11.782,344,20
askdocs_1umntaz,0dd29bd213064250,8.9,17.833,16.009,428,24
askdocs_1umntvj,423053b7fbd748de,1.721,11.5,0.0,23,2
askdocs_1umnu5t,ae610f0c458411d1,4.185,10.273,7.08,113,11
askdocs_1umnx2u,85d604b80cd8c345,8.692,21.4,8.756,214,10
askdocs_1umnx53,560ed1f23fe9bbee,7.611,17.857,7.143,125,7
askdocs_1umny58,4e4fdb1960d51ecf,8.895,21.0,13.514,105,5
askdocs_1umnyj6,51f3efc83772c595,6.319,10.2,12.621,102,10
askdocs_1umnyy4,3235e8afca88f75e,11.888,26.5,2.83,106,4
askdocs_1umnz3b,6896d74ca8d3e353,6.038,14.371,5.671,503,35
askdocs_1umo4i0,a73da56c4b11fbfd,12.298,33.0,8.571,132,4
askdocs_1umo5wp,953eed7de18c60ae,4.865,12.545,9.859,138,11
askdocs_1umo6bg,e0c4be7c0f0c28ae,6.803,15.458,9.557,2226,144
askdocs_1umo7pe,9cbdfce99eb9758f,5.67,16.6,15.205,166,10
askdocs_1umoa5v,94486aaef8d60173,6.125,14.0,7.921,98,7
askdocs_1umojvf,ff76dcda135a7fab,7.149,13.929,19.192,195,14
askdocs_1umokcz,9cc765bc40c30807,13.43,28.571,14.493,200,7
askdocs_1umomzc,d6f8a8f8600a1ca0,4.093,7.8,32.5,39,5
askdocs_1umonbq,475e4db749a03f4a,14.771,25.235,15.385,429,17
askdocs_1umonjg,29887c1b382fcb92,7.64,24.333,8.219,73,3
askdocs_1umonnu,23a8e161a132744e,3.946,9.75,8.861,78,8
askdocs_1umoogj,cdf7bab5fd521096,7.323,16.286,9.167,228,14
askdocs_1umotqo,909b4aa75d938096,7.955,16.2,11.728,324,20
askdocs_1umouqy,7652e17c43ec00fb,2.828,9.667,6.667,29,3
askdocs_1ump5rc,b1b42f0777a1c01e,6.26,17.333,5.455,104,6
askdocs_1ump6cb,e8086149101d98f3,8.829,14.75,12.568,177,12
askdocs_1umpa4w,800fa93357bfbab4,3.425,6.1,9.091,61,10
askdocs_1umpacs,5c015360fcd3ff4a,7.398,14.4,9.722,72,5
askdocs_1umpcm3,2b5ed0611cd9b39d,6.158,12.625,7.619,101,8
askdocs_1umpgyo,aca0fff648285a02,4.758,10.0,14.085,490,49
askdocs_1umprmd,7b6b69d538e61363,3.801,6.857,18.367,48,7
askdocs_1umpvkc,5a9d2a646595168b,10.697,24.0,10.588,168,7
askdocs_1umpw7m,bab0d206d41b91b8,7.201,16.545,7.895,182,11
askdocs_1umpwhu,34bea87c8dc4f402,3.107,9.0,9.174,108,12
askdocs_1umpwrn,304668bd233f0efe,24.629,66.5,7.092,133,2
askdocs_1umpwte,142c039bd46d88dc,8.277,11.0,12.5,44,4
askdocs_1umpxre,7fbcc4b4ae65653b,5.834,11.357,4.268,159,14
askdocs_1umq33h,2e1fac5056e05951,5.962,13.625,10.714,109,8
askdocs_1umq478,cf399626b1e1fa4f,5.707,14.833,10.526,89,6
askdocs_1umq5uq,2d52138160601bb4,8.019,12.0,6.25,48,4
askdocs_1umq6s7,c89e6b9b275cc84f,28.449,75.0,4.0,75,1
askdocs_1umq7xr,ac7662e356d26e82,7.305,17.5,9.434,105,6
askdocs_1umq89r,da8e502774aa6da5,8.074,11.579,14.41,220,19
askdocs_1umqbqt,96696a6bc14b76b4,11.077,19.5,5.0,78,4
askdocs_1umqe8p,d90944a5d8f7d5db,7.929,18.053,8.046,343,19
askdocs_1umqf5m,d1c992b1eae6c3ef,7.423,16.6,12.062,249,15
askdocs_1umqjta,9fd98ec097c3fcae,9.045,18.333,13.778,220,12
askdocs_1umql1f,4da150878a48f616,5.481,9.625,11.538,77,8
askdocs_1umqnxx,354ee3bf113031df,3.19,12.385,6.507,483,39
askdocs_1umqpyg,24f029ec37385336,8.345,15.577,11.584,405,26
askdocs_1umqrxp,97cca0703ad825d8,3.445,9.833,11.864,59,6
askdocs_1umqsn4,40ee94e01f946537,9.426,21.25,16.185,170,8
askdocs_1umqt6p,8001a10a379ba5ac,6.81,11.037,10.131,298,27
askdocs_1umqtql,d9fe35984f042c55,9.009,17.25,12.329,138,8
askdocs_1umqtr4,731d19154b3d0e97,6.0,13.0,2.899,65,5
askdocs_1umqxtb,028110bed7eb6b4c,6.021,17.0,7.547,204,12
askdocs_1umqz1h,a0f3f1a1dcb14256,13.989,37.0,9.459,74,2
askdocs_1umr1dq,30da0d02027d1c29,3.798,10.444,6.796,94,9
askdocs_1umr29a,43fc0702010ea650,5.998,15.5,11.671,372,24
askdocs_1umr3da,0d5e1f410e4f6565,16.548,27.929,17.402,391,14
askdocs_1umr6w4,29cf77ea8f3a5375,5.158,12.857,4.255,90,7
askdocs_1umr9sr,1af79da3c52c47e2,4.633,12.857,18.889,90,7
askdocs_1umraj0,da9eb8e1059f912b,5.54,13.333,4.878,40,3
askdocs_1umrdlz,6d035268056d5ed6,6.169,15.294,10.182,260,17
askdocs_1umrfex,c716b0deb988a2ec,8.147,18.0,8.333,36,2
askdocs_1umrj20,e2c0c2d957d9527c,6.912,14.214,9.091,199,14
askdocs_1umrjdl,477dc8fed46b7143,6.617,16.75,5.185,134,8
askdocs_1umrkn1,bda2743e05b5a481,4.352,10.6,7.407,53,5
askdocs_1umrlyt,0da486dfef6d1b51,4.04,11.364,7.874,125,11
askdocs_1umrmp6,4aa6f5758fb6e8a9,7.096,18.591,9.002,409,22
askdocs_1umrq7e,5d54182d5082fcd9,10.364,22.222,7.426,200,9
askdocs_1umru5d,796807b1ebdedef6,8.193,15.5,10.828,155,10
askdocs_1umrv6j,739a13b378126fef,7.83,17.704,12.27,478,27
askdocs_1umrwq5,f171c03050c43f6d,5.527,14.5,5.085,58,4
askdocs_1umrxrp,6e540ed81d6a2278,7.186,12.333,17.699,111,9
askdocs_1umryr2,20181d36ee0c5c49,10.686,15.947,11.842,303,19
askdocs_1umrzwj,dd6768a078a1727a,3.715,8.273,8.333,91,11
askdocs_1ums0li,92dc61a6935bc920,6.781,13.372,16.811,575,43
askdocs_1ums3a2,fe1001f73442a284,1.031,9.0,8.108,36,4
askdocs_1ums3zi,343013c6ef149218,6.924,14.905,12.654,313,21
askdocs_1ums47k,e806e984cd39a94b,6.631,17.5,8.257,105,6
askdocs_1ums976,d328a4662b527cdb,7.554,17.818,10.406,392,22
askdocs_1ums99e,5d860623eeb352b0,11.25,24.739,10.381,569,23
askdocs_1umsf6l,416a7527ba02a03d,4.872,8.8,14.773,88,10
askdocs_1umsfyw,7cb5e359cf79254e,3.877,12.25,19.608,49,4
askdocs_1umshqd,f089b11c2e2d9e82,10.76,18.5,12.821,74,4
askdocs_1umsj1a,777fc7f40202bc16,46.943,117.75,7.292,471,4
askdocs_1umsjnn,c817ba6dec2c9c93,4.777,13.857,3.96,97,7
askdocs_1umsrds,aa54c20aedebdee0,7.008,17.733,10.615,532,30
askdocs_1umstwk,fe1a64877e46f5df,7.095,16.182,12.291,178,11
askdocs_1umsveu,f3019222efed3279,8.7,16.211,10.932,308,19
askdocs_1umsym5,9a648e7ee81393ad,6.305,15.294,8.745,260,17
askdocs_1umsz9f,f1b4a6658c92693f,10.559,25.467,9.898,382,15
askdocs_1umt3fl,a17a82fb83790f3a,7.978,14.25,13.333,114,8
askdocs_1umt4bv,c21080919b58ce0f,5.071,13.286,9.677,93,7
askdocs_1umtamp,89a84f4a0323c65c,6.584,17.833,10.334,321,18
askdocs_1umtanx,0c86124a8b9a9c37,6.647,15.857,8.772,111,7
askdocs_1umtbxk,c79dee49d9d51d34,6.968,17.067,8.846,256,15
askdocs_1umte1y,103aa8247c7faa33,7.871,16.0,8.284,320,20
askdocs_1umtkmk,02e66a080803f13f,6.32,17.444,3.636,157,9
askdocs_1umtldf,9e6d121028840894,12.581,31.571,10.407,221,7
askdocs_1umtlmp,911c25b94ca62e26,7.594,13.5,20.354,108,8
askdocs_1umtnv2,b90b1622294c422a,6.667,12.692,18.182,165,13
askdocs_1umts0e,2af4e92776536a54,3.755,8.0,11.905,40,5
askdocs_1umts44,dd30c75798c1862e,9.118,15.304,11.389,352,23
askdocs_1umtsgy,1ce13bb8ee4a2358,10.513,26.857,5.729,188,7
askdocs_1umtsi4,a83209e84f438ba9,15.65,44.0,6.818,88,2
askdocs_1umtt1g,b23c241f390382e3,6.505,17.222,10.625,155,9
askdocs_1umtt87,001e37cda3c0fa8b,4.37,12.524,12.928,263,21
askdocs_1umtu36,acb055a902c2dfa8,6.584,14.227,7.251,313,22
askdocs_1umtwn1,d038fedb3ec582fd,4.574,10.8,10.714,54,5
askdocs_1umtxea,82146a790b55ffe5,5.123,11.474,7.339,218,19
askdocs_1umu12v,86c288095bff30eb,9.617,22.0,11.475,110,5
askdocs_1umu1sh,33081aef425c967b,5.148,14.667,5.185,132,9
askdocs_1umu22v,9b2dddab8c3d38d5,6.613,19.111,6.486,172,9
askdocs_1umu4i0,6a18677e8964ef70,40.563,111.0,15.652,111,1
askdocs_1umu8lv,68ec10cd81106bff,5.367,14.333,8.791,86,6
askdocs_1umu9j0,be76601b8e371ce4,9.307,16.727,15.094,368,22
askdocs_1umua4p,12a59dcb16ce6a8f,5.974,14.675,8.149,587,40
askdocs_1umuc5s,f011d56034cb0a71,7.914,10.6,5.556,53,5
askdocs_1umue2h,62c4644fe11e7490,1.615,6.583,5.882,79,12
askdocs_1umufkd,1491fa306e7008e5,10.843,23.5,12.761,423,18
askdocs_1umui9i,f8e4a6edfb3d3f80,6.72,18.5,13.393,111,6
askdocs_1umulq8,db27638c2368b819,9.676,21.0,11.795,378,18
askdocs_1umumo9,2342cda5929b4b1f,3.711,12.4,10.938,62,5
askdocs_1umunhj,346bcbbec3a01f81,9.503,20.385,9.475,1060,52
askdocs_1umunw5,c35fcc5c05b6e628,5.401,9.0,14.815,27,3
askdocs_1umupdm,21cd912918ed499e,5.611,14.778,13.869,133,9
askdocs_1umuqih,71b7bb8698d4f090,8.826,18.828,7.04,546,29
askdocs_1umuqy4,a9266d438cbbbf46,8.184,18.133,9.854,272,15
askdocs_1umur1y,4f2e419e3ffda5da,5.881,20.333,4.918,61,3
askdocs_1umutn4,850e307f728a4e9a,5.077,13.087,5.714,301,23
askdocs_1umuupd,0f9579141528a8f9,3.347,11.4,8.197,57,5
askdocs_1umuv4c,a4c77cab6aeb7256,2.779,9.0,10.909,54,6
askdocs_1umuxbl,64f1e36f0aad0f7b,4.234,11.556,4.808,104,9
askdocs_1umuxqm,549f8d8bf0b9eb4e,3.457,11.667,11.429,35,3
askdocs_1umuyst,821f301e2f62ec77,5.611,14.778,7.246,133,9
askdocs_1umuzil,0cbd751b5cc31420,2.9,8.286,7.937,58,7
askdocs_1umv1hq,804d8be7e691c654,9.026,27.6,2.857,138,5
askdocs_1umv52m,4329d5e1d3ad43ed,3.188,9.455,11.927,104,11
askdocs_1umve0k,5a2b57db1affe0d5,8.738,17.316,7.207,329,19
askdocs_1umve7a,7bc1032016af0fad,8.802,18.0,18.919,36,2
askdocs_1umveeo,ea0b81f75c2f7d0f,5.469,12.412,9.417,211,17
askdocs_1umvhdh,24df4566b489bc55,7.473,12.375,15.385,99,8
askdocs_1umvhpv,34271d11dfae99ca,8.051,19.5,7.143,39,2
askdocs_1umvmwt,fb7d666683741064,6.759,18.167,9.009,109,6
askdocs_1umvnnx,488f81fdd88b1436,8.47,19.6,10.235,588,30
askdocs_1umvqaz,bbba7e93d83b8458,10.848,18.263,16.354,347,19
askdocs_1umvtdf,1c9b61e08e0ca050,7.936,14.364,15.094,158,11
askdocs_1umvuhq,f2b1c9a40e5c1372,11.076,29.111,5.797,262,9
askdocs_1umvxkp,ebfaf1f4e7413e57,6.362,13.929,6.373,195,14
askdocs_1umvzer,e92bb0d96ddd8302,4.941,10.5,10.651,168,16
askdocs_1umvzls,6d8bf533b2a1ade1,9.527,26.0,5.769,52,2
askdocs_1umw1t9,c29d60d805bc2240,6.612,11.8,10.169,118,10
askdocs_1umw57q,759e4ae434eb98de,6.137,13.5,7.143,81,6
askdocs_1umwf3j,66404777288d607b,7.622,16.769,6.393,218,13
askdocs_1umwiyr,9f4dce7b98619258,9.355,20.857,7.143,146,7
askdocs_1umwmij,4c6f7c42a82ae2d5,3.018,8.0,18.75,32,4
askdocs_1umwmto,c373dc8b14a0b45a,5.388,10.25,13.333,41,4
askdocs_1umwnm1,0684135e6132d461,9.256,24.273,7.063,267,11
askdocs_1umwp4x,7541a5158f16324c,4.322,10.714,17.333,75,7
askdocs_1umwpj1,2e05de760cccb53e,6.627,17.6,9.836,176,10
askdocs_1umwqo9,78fbe8cbb19f1006,6.666,9.923,15.152,129,13
askdocs_1umwxrk,d85cf21167702742,7.508,17.333,5.848,156,9
askdocs_1umx52o,3167dc2ca1e4178c,9.008,23.0,10.968,299,13
askdocs_1umx5gg,abc3f29e35fed49f,7.555,15.929,9.283,223,14
askdocs_1umx5rf,630db08805e9f459,11.26,28.0,9.211,140,5
askdocs_1umx69k,db44a8590dfbd6d2,9.136,19.0,14.679,323,17
askdocs_1umx6tu,b68480807de76891,4.957,10.571,12.658,74,7
askdocs_1umx9ue,dc4c45673b2647cf,19.132,37.25,21.795,149,4
askdocs_1umxa75,dd3d06951ec494e1,2.615,12.333,10.811,37,3
askdocs_1umxae3,364cab6fccc1c071,8.133,17.429,9.756,122,7
askdocs_1umxbq7,d6ac99ed87f50f5c,4.802,11.583,14.184,139,12
askdocs_1umxc7n,27bbb03a7bde1463,4.095,10.375,9.524,83,8
askdocs_1umxd4p,e342166c6e462d2d,8.397,14.182,14.815,156,11
askdocs_1umxf87,d1e9e4b5e0ca7cac,9.793,16.579,13.982,315,19
askdocs_1umxfp2,c61a5e6adf4dccc6,3.468,10.667,8.485,160,15
askdocs_1umxgnz,660dd82da0442896,3.594,12.0,9.259,48,4
askdocs_1umxguz,3a7558cbfa0f51fb,5.563,11.75,8.163,47,4
askdocs_1umxjpf,0f7a01d5a9f18cf9,6.231,8.432,20.0,312,37
askdocs_1umxk5r,46ed8901a8116670,6.823,15.5,11.111,62,4
askdocs_1umxmbk,27ab5cb575eb0f0c,5.732,16.0,12.913,320,20
askdocs_1umxr4u,a287bc053ee7e828,4.682,7.714,16.364,54,7
askdocs_1umxrrm,be31f0f52db3b4c1,8.872,11.6,13.793,58,5
askdocs_1umy0i2,7ae12fd905c986d2,11.743,20.036,13.922,561,28
askdocs_1umy17v,28bf7d0e465d1f93,8.617,16.833,14.953,101,6
askdocs_1umy1it,f3f8dcb385c0af35,9.979,17.0,12.598,238,14
askdocs_1umy1ly,51ae2a23d227c5c8,6.847,14.667,12.03,132,9
askdocs_1umy2ae,be5c60f4adbfd28b,9.778,26.6,7.857,133,5
askdocs_1umy4gl,b6026322a208f504,6.508,18.0,27.027,36,2
askdocs_1umy4wh,cd1e85ec73d5af6b,7.618,16.083,8.333,193,12
askdocs_1umy9wq,ff67e15737031613,5.748,8.286,27.586,58,7
askdocs_1umyehd,b034dffee7e51e09,6.587,12.412,14.48,211,17
askdocs_1umyg1x,788743e797914b37,10.733,24.0,6.25,48,2
askdocs_1umyi13,67a91185f3a1b428,28.539,77.0,6.494,77,1
askdocs_1umykmu,812c424ace5d870a,16.719,36.444,7.692,328,9
askdocs_1umyl51,0f5eccc000e92610,6.912,13.778,11.024,248,18
askdocs_1umyleh,331435215efd37df,7.517,15.545,15.429,171,11
askdocs_1umynrz,4a4a55bd53ea9b89,10.646,18.895,7.5,359,19
askdocs_1umyrfw,b89393b3470122e0,4.807,11.7,13.445,117,10
askdocs_1umysv0,248f9f841dcfd194,8.411,19.733,10.438,296,15
askdocs_1umytqy,56528471af39b290,13.364,36.0,8.219,72,2
askdocs_1umyvcv,f1ddc9f2a08a846c,8.394,19.75,9.309,316,16
askdocs_1umyznd,54d755a6b7866fd6,7.006,15.905,10.435,334,21
askdocs_1umyzt5,581bb17b472e1137,7.697,13.857,11.0,97,7
askdocs_1umz57u,45a67cbe71424ba6,6.816,14.364,5.0,158,11
askdocs_1umz91r,cfd08320121e93e5,6.408,15.2,11.95,152,10
askdocs_1umzbzi,c5200a46450e60a1,3.764,10.75,7.778,172,16
askdocs_1umzcga,15f7b48142cff423,6.441,14.13,11.747,325,23
askdocs_1umzewh,8e8ee6ae10ee42d2,5.692,13.625,14.414,218,16
askdocs_1umzink,1e2843500e217abb,11.766,27.0,10.909,54,2
askdocs_1umzntg,a9d308bf0b3a2e14,8.813,22.0,10.448,132,6
askdocs_1umzorj,dd4a1f6ac2aa0112,34.912,92.0,6.122,92,1
askdocs_1umzqxa,dfcc519ba65c6a8d,7.745,11.333,17.391,68,6
askdocs_1umzqy4,dac4d7046ca55fcc,7.438,12.667,11.111,152,12
askdocs_1umzslc,e3da42d6612b21fa,6.16,14.353,9.016,244,17
askdocs_1umzt9m,8de140775d48ba4c,7.367,19.444,8.0,175,9
askdocs_1umzvk7,ca5aad6bc990a951,11.73,20.083,16.923,241,12
askdocs_1umzxuo,a124de4010020686,18.511,46.0,5.208,92,2
askdocs_1umzxuy,5cbb109235c0144a,12.106,31.0,12.903,31,1
askdocs_1umzyxn,85be4386a147f1f8,16.625,36.667,5.455,110,3
askdocs_1un03fa,a33de6f7ead9721d,6.965,18.111,5.988,163,9
askdocs_1un0678,aaa0ab2a115a1b88,10.565,21.444,11.34,193,9
askdocs_1un06t9,4f41dbe9d5adacd6,6.801,16.0,6.548,160,10
askdocs_1un09yz,63e6cfb3c435f68e,22.958,58.5,14.468,234,4
askdocs_1un0ewy,e076ae27a23272c9,5.805,12.529,10.204,426,34
askdocs_1un0ink,4fa0ad0c413da535,3.361,7.333,15.909,44,6
